MouseID,Generation,SurvDays,Y1A_BW_BW,Y2A_BW_BW,Y3A_BW_BW,Y1_Glu.F_Glucose,Y2_Glu.F_Glucose,Y3_Glu.F_Glucose,Y1_Echo_BPM,Y2_Echo_BPM,Y3_Echo_BPM,Y1_Echo_CardiacOutput,Y2_Echo_CardiacOutput,Y3_Echo_CardiacOutput,Y1_CBC_Hgb,Y2_CBC_Hgb,Y3_CBC_Hgb,Y1_Rotarod_Mean,Y2_Rotarod_Mean,Y3_Rotarod_Mean,Y1_AS_MeanLog,Y2_AS_MeanLog,Y3_AS_MeanLog,Y1_Wheel_AvgSpeedLFC,Y2_Wheel_AvgSpeedLFC,Y3_Wheel_AvgSpeedLFC,Y1_Wheel_AvgDistLFC,Y2_Wheel_AvgDistLFC,Y3_Wheel_AvgDistLFC,Y1A_Grip_All,Y2A_Grip_All,Y3A_Grip_All,Y1A_Frailty_FrailtyAdj,Y2A_Frailty_FrailtyAdj,Y3A_Frailty_FrailtyAdj,Diet_num,Diet
DO-20-1170,28,1182,27.255887966531624,37.535158623814176,32.47012227158,195.47385415911427,133.61151728997694,93.70433746492128,543.0924410722432,465.7591192251992,542.675125417207,18607.55151077708,16625.742845326135,27686.168356275768,15.958516632951362,15.561047186638682,14.65104810353315,94.4700460577092,26.055504028061176,52.956235192537015,,1.4659501838123954,1.2424287730396204,0.5688369968607327,0.3083142984566598,0.0901087366765875,2.0341577361857106,1.6089809135703137,1.256165040802949,154.88766855978943,234.20844463554448,127.737615499328,0.1656824095827434,0.1715635673054756,0.2354821044580658,2,20
DO-20-1157,27,1242,21.846097377136875,24.704468868840276,22.16962060902132,120.8074016696905,138.5713522837462,84.68677634415073,542.7362151250892,473.2160583631499,394.176930931922,19049.82242453065,21807.81108160048,15761.316385764932,18.03841335290748,16.704008013308727,16.67732136638371,242.9623368702747,256.81409829251805,231.0811703856992,1.1182930689922863,1.2922113772890589,1.2473282976085052,0.0824619024815113,0.1157001959065005,0.1571332714545839,1.4331807767173592,1.4925724087117231,1.864429450447099,159.01987580938527,157.62585676651787,142.20392150561182,0.1256426372171119,0.1618312755369373,0.2369488637035464,2,20
DO-40-2070,24,1540,19.46784882152653,20.09965414299989,20.15589293281653,136.4044097487772,84.24160264700213,96.77038806458098,524.9342228192993,520.6861653176859,484.887424274331,18664.352872402786,12735.442229912438,20588.83850350707,17.05065288625279,16.314608597069476,15.904533417877648,216.6598233526518,245.45749529252888,214.79282763608592,1.369200765619371,1.4892030576340387,1.2381975177736348,,0.2222528694976773,0.2180307450802094,,1.9494929517067607,2.2619907996537445,129.318956578251,137.73339098286547,135.75476389262496,0.1147607614752815,0.177376735003915,0.2631516741476234,1,40
DO-2D-4186,28,1151,24.090361600379744,27.82652409437299,29.14138935341928,141.20469907854903,119.0026570200239,137.4752044351547,491.5400852012559,453.3874314897054,449.9526115602943,21965.677559390315,13690.292715582638,17404.873579658353,16.34596155005422,13.769360786568605,14.735094884282416,177.89161456440206,118.2509049274378,63.20430150193764,1.1624657323572718,1.3806093417562717,1.226068181703531,1.0780424602206211,0.270109026191825,0.0242826379616199,1.698733553856223,0.8541019317531512,1.2011786733849283,133.17054342006185,182.63485811694468,94.7677225646748,0.1481281645709927,0.1405920355746818,0.295840528897024,3,2D
DO-40-2186,28,1149,28.321321324976356,25.55775535960453,20.930374103996588,152.73970467658745,123.80890935253991,58.65266618189207,537.6400630588569,575.3635831261996,532.7164053055874,23878.08597795125,33437.60055702425,18951.478393474008,16.160479169009562,14.533002976733483,13.6822234411847,194.4602660671451,234.80279825707893,270.02677888100675,1.3629279173330764,1.2815719980229767,1.3813934228501217,1.4779536134604785,0.7063601640952976,0.002398325799387,2.751948560780932,1.8329380973153624,1.5842475742889115,195.41604342006184,146.5983581169447,208.8337225646748,0.1252685121933133,0.1936279734657108,0.2350330813849903,1,40
DO-40-2158,27,1230,27.72026371444348,23.042603509247623,26.7609141950894,179.939662722602,101.41451239015008,56.81051281555785,565.4375990035562,604.2449295762947,546.8069569472519,15121.13201288651,18687.27848449316,16855.13921758426,17.755188284462086,17.144771278804498,16.19477491680201,135.13391826173554,151.18402241076166,128.5269309118238,1.618860963695974,1.5393193001741627,1.3483767544484415,-0.0215546991386767,0.1535095624031615,-0.0777155397936944,1.2801743844558284,0.5580073872304703,1.170162988248554,243.8988758093853,170.7303567665179,131.7804215056118,0.0983939514666887,0.2596530083324544,0.2492315882822761,1,40
DO-40-2182,28,1140,25.16910242124733,22.860662696362333,23.67069851002213,150.47009723268403,102.66139908946946,79.80017644496253,532.4893754191086,522.904343646841,546.2912387086442,15242.564475620917,22403.65634106507,24993.3419881023,16.38520992481958,15.937684309660266,15.876571310988218,242.34861946775047,205.116516194966,282.0247679002345,1.4935675707508045,1.365799724241492,1.0933171307089942,-0.4554439107749578,0.3212561979856904,0.0202184111993521,0.0624236674348278,1.6077487492090676,1.254131981867491,184.99204342006183,135.5788581169447,155.22572256467478,0.1453375658819957,0.1748599541086384,0.2160591838178133,1,40
DO-20-1178,28,1137,30.494197369255136,30.1641969580768,30.039446958735915,181.2301121607865,142.07266821610077,180.7314754277988,479.40373386063953,407.7143937835875,308.1289831481144,16627.33918342257,11543.529343851287,22360.79382689805,16.67488352963112,15.56999075349555,14.12083350772694,131.79572064772327,268.2487917485216,74.9166241159457,1.4137899846578583,1.2540147555066707,1.288383940303969,1.4224787572937854,1.1115812879537776,1.5070214283580607,2.375413420015563,2.6033115863077536,2.5936645207727933,129.89504342006182,166.2548581169447,97.1502225646748,0.130249423125321,0.1218240162176095,0.1250754507924302,2,20
DO-40-2152,27,1220,24.28618205404722,24.000643581884457,22.973440448192218,124.65240353570331,66.47756729600601,59.69426421506745,527.4717412887203,493.1394961258086,533.3000934047155,26187.31446999816,19852.7297731668,20654.84455934909,17.283344280425485,15.74353443464491,14.94104139947093,225.5366861518725,256.81409829251805,277.0734616260723,2.002639031600036,1.5278710280984005,1.4031825486295837,0.7823050997274535,-0.1567796325979939,1.8553977931740289,4.108550989383198,2.185137126424709,3.691344130218293,271.8943758093852,245.4833567665179,247.3354215056118,0.1337377372371974,0.2837697609600854,0.1691483734549234,1,40
DO-40-2172,28,1156,24.10269868445451,24.09562013517524,25.11477046374701,150.29508223346377,108.61900516089366,68.71182533583801,452.4717308428346,502.0269026782911,498.2507792597672,16020.582759457418,20714.80780263172,15734.826127480155,17.377516665211484,16.26069496359988,7.774974045246688,290.1271275842804,262.69539552050543,225.21307754002137,,1.4177150920766683,1.2442469003204,0.1366248621161462,-0.0602582092182611,0.1713767130964688,0.8323287331150249,0.2710596662863156,0.436876864991716,237.38466855978945,205.9154446355445,226.018615499328,0.0479532693691785,0.2073319968259451,0.3074919399162719,1,40
DO-40-2145,27,1210,28.9188374623083,31.36150504852833,32.022174784998604,186.1724333919083,78.01257289404442,101.02803427470518,436.4450458038688,451.8198189433101,243.243243,12222.062362860908,13830.692609857357,5777.148449412016,16.62314085234674,16.89620044434036,15.037440533393225,41.28185478516032,116.83755973486082,92.8186302593602,1.9301371653826664,1.5886287378125208,1.1870460744202,-0.0028494517228732,-0.1439922619066702,-0.1177068754749576,1.1849113755585694,0.8369048927398531,0.2203325245907504,198.33237580938527,141.2453567665179,175.5604215056118,0.1635904323514661,0.2567007633728227,0.2748966588379005,1,40
